japanese,english
良雄,Yoshio
鈍い,dull
香美,Kami
宵,evening
屋久島,Yakushima
巧妙,Ingenious
文夫,Fumio
ヴィッカース,Vickers
名将,Coach
横たわる,Lie
歳出,Annual expenditure
毬,Komari
フィッツジェラルド,Fitzgerald
スモレンスク,Smolensk
スリラー,Thriller
デイトン,Dayton
鯱,Grampus
稚児,Catamite
立ち退く,Leave
紛らわしい,confusing
繁盛,Prosperity
融通,Accommodation
渦巻く,Swirl
コーカサス,Caucasus
ウィトゲンシュタイン,Wittgenstein
アフガン,Afghan
アレース,Ares
晴らす,Dispel
専科,Specialized course
小柳,Koyanagi
市部,Urban areas
助命,Clemency
千早,Chihaya
古屋,Furuya
四角,square
栗橋,Kurihashi
桜川,Sakuragawa
池谷,Ikeya
リベラ,Rivera
健司,Kenji
存する,To exist
宇陀,Uda
島国,Island country
恥ずかしい,Embarrassed
改姓,Changing one's family name
攻め落とす,Semeotosu
ロイター,Reuters
義信,Yoshinobu
ピュア,pure
ターボチャージャー,Turbo charger
インカレ,Intercollegiate
なだらか,Gentle
オリヴィエ,Olivier
イージー,Easy
ウェーク,Wake
サフォーク,Suffolk
ゴールドカップ,Gold Cup
インスト,Installation
エドゥー,Edu
笛吹,Fuefuki
采配,Marshal's baton
雪崩,avalanche
逆らう,Go against
遣う,Despatch
モテる,motel
ユンカース,Junkers
労連,Labor union
幼体,Youngs
奪い取る,Plunder
岡谷,Okaya
ハーディ,Hardy
パーソン,person
ピッチング,pitching
ハイドリヒ,Heydrich
フェニキア,Phoenician
ブロンクス,Bronx
パプアニューギニア,Papua New Guinea
穴埋め,Fill-in-the-blank
絶叫,Scream
金原,Kinpara
飛蝗,Grasshopper
駒沢,Komazawa
サンディ,Sandy
キャピトル,Capitol
カーゴ,cargo
封切る,Fugiru
リビング,living
昆布,kelp
書名,Title
末吉,Sueyoshi
朽木,Kuchiki
康成,Yasunari
役務,Services
御披露目,Debut
戒律,Buddhist precepts
上本町,Uehonmachi
五所川原,Goshogawara
佃,Cultivated rice field
ワールドユース,World Youth
変奏,Variations
外食,Eating out
桂川,Katsura River
閃光,flash
藤野,Fujino
涼しい,It's cool
羽後,Ugo
メインストリート,main Street
シェルター,shelter
エリカ,Erika
アスファルト,asphalt
ゴンサレス,Gonzalez
碓氷,Usui
糧,Bread
若年寄,Wakadoshiyori
蚊帳,mosquito net
顕在,Actualized
魔導,Madou
概観,An overview
リバース,reverse
伊藤忠,ITOCHU
住之江,Suminoe
何彼と,Something
学童,School child
宣旨,Infused
マーサ,Martha
バスト,bust
ニーチェ,Nietzsche
ネヴィル,Neville
ハッキネン,Hakkinen
ティレル,Tyrrell
フィットネス,Fitness
門真,Kadoma
近日,Soon
那珂川,Nakagawa
織機,loom
羽化,emergence
職権,Authority
洋平,Yohei
流儀,Style
特選,Specialties
異質,Heterogeneous
こうべ,Kobe
オブザーバー,observer
シルバ,Silver
アーン,Arne
増員,Increase the number
天敵,Natural enemy
島本,Shimamoto
本職,professional
与圧,Pressurization
井村,Imura
或る,Some
摩耶,Maya
切っ掛け,Opportunity
固形,solid
大船渡,Ofunato
年越し,New Year's Eve
建て前,Public position
弛緩,Flaccid
日興,Nikko
血栓,Thrombosis
裾野,Susono
車検,vehicle inspection
禁忌,Taboo
精巧,Elaborate
ハザード,hazard
スマッシュ,smash
プランニング,planning
アニメソング,Anime songs
スパン,span
総連,Chongryon
百合子,Yuriko
驚愕,Startle
鹿沼,Kanuma
遊☆戯☆王,Yu-Gi-Oh ☆ ☆ king
慈悲,mercy
北郷,Kitago
向き合う,Face each other
宇和,Uwa
棚橋,Tanahashi
下巻,Last volume
人命,Life
ピープル,People
フロンターレ,Frontale
セイロン,Ceylon
タウンゼント,Townsend
ベリリウム,beryllium
ニールセン,Nielsen
ネオン,neon
ブルーレイ,Blu-ray
トラン,Trang
草食,Herbivorous
見届ける,Assure oneself of
高坂,Kosaka
サザンオールスターズ,Southern All Stars
ゲレーロ,Guerrero
愉快,Pleasant
ランドスケープ,landscape
報いる,reward
大安,Lucky day
孕む,Hallam
定款,Articles of Incorporation
学際,Interdisciplinary
宜野湾,Ginowan
対義語,Word's opposite
御祭り,Your festival
人魚,mermaid
喘ぐ,Pant
法主,High priest
生長,growth
粘度,viscosity
腐る,Rot
見知らぬ,Unknown
セビージャ,Sevilla
ナンバーワン,Number one
パークス,Parkes
スコティッシュ,Scottish
インスタンス,instance
カラフル,colorful
よい,The good
アケメネス,Achaemenid
エレオノーレ,Ereonore
ジェラール,Gerard
ジュノー,Juneau
相原,Aihara
綿密,Scrupulous
正行,Masayuki
ロマーニャ,Romagna
ヴァルナ,Varna
姉弟,Siblings
小千谷,Ojiya
平屋,Bungalow
分数,Fraction
モトローラ,Motorola
余人,Other people
マイルス,Miles
タングステン,tungsten
ターミネーター,Terminator
ペットボトル,PET bottles
マルコス,Marcos
磐梯,Bandai
粘液,mucus
賢一,Kenichi
シルクロード,Silk road
ストラップ,strap
コンベア,Conveyor
アレンジャー,Arranger
不可侵,Non-aggression
ヴァーツラフ,Wenceslas
従一位,Follow first place
押し掛ける,Intrude on
気絶,Swoon
ユートピア,Utopia
増水,Flooding
大綱,Charter
富樫,Togashi
悔しい,Mortifying
文語,Written language
リーディングサイアー,Leading Saia over
同伴,Entrained
喰らう,- eating
避暑,Summering
米田,Yoneda
胸鰭,Pectoral fins
阪堺,BanSakai
無神論,atheism
真っ先,First and foremost
デヴォン,Devon
ベガルタ,Vegalta
ホラズム,Khwarezm
ファインダー,Finder
アバディーン,Aberdeen
アセンブリ,assembly
オラニエ,Oranjestad
ジェイコブ,Jacob
きっと,surely
ふんだん,Abundant
真琴,Makoto
贈与,Donation
遅滞,delay
適格,eligible
同格,Apposition
喝采,Applause
営巣,Nesting
フォロー,Follow-up
マリリン,Marilyn
ビック,Big
ダビデ,David
ハモンド,Hammond
バロー,Barrow
パイン,Pine
メッサーシュミット,Messerschmitt
テコンドー,TAE KWON DO
見習,apprentice
相姦,Incest
鎮西,Chinzei
シュール,Surrealism
キャデラック,Cadillac
オンデマンド,on demand
カーソル,cursor
回文,Palindrome
共栄,Mutual prosperity
ロフト,loft
ローム,Loam
ローレル,Laurel
曳く,Catching
武彦,Takehiko
撃滅,Destruction
天球,Celestial sphere
室戸,Muroto
モケット,Moquette
リシュリュー,Richelieu
野次,Hooting
隔壁,Barrier wall
頑強,Stubborn
途端,Zinc
膠,glue
湧く,Gush
ペナント,pennant
クアラルンプール,Kuala Lumpur
アドリブ,Ad lib
洋介,Yosuke
減刑,Commuted
班長,Squad leader
貸し金,Safety deposit
陣取る,Jindoru
高遠,Takato
鮮卑,Xianbei
応酬,Reply
手口,Trick
勲三等,"Isao three, etc."
叙述,Description
智頭,Chizu
優美,Grace
全書,Complete book
交じる,Mingle
交錯,Crossing
冷める,Cool down
凪ぐ,Become calm
南緯,Southern latitude
君津,Kimitsu
唐沢,Karasawa
ヨシ,Yoshi
座談,Round-table
引ける,Givin
戌,Dog
有栖,Yu栖
校正,Proofreading
歌姫,Diva
法文,Legal texts
堅牢,Solid
大蒜,garlic
州民,Residents
師弟,Teacher and student
リヴォニア,Livonia
高々,at most
薬科,Pharmaceutical
湯治,Hot spring cure
突発,Outbreak
若草,Little Women
バップ,Bop
デュポン,DuPont
トロール,Trawl
タッグマッチ,Tag Match
バーチャルコンソール,Virtual Console
モラル,Moral
モレノ,Moreno
主旨,Gist
交野,Katano
出没,Haunt
執務,Office
外形,External form
府主教,Metropolitan
手狭,Cramped
替え歌,parody
最善,Best
グールド,Gould
カサブランカ,Casablanca
カービン,carbine
神奈,Kanagawa
自閉症,autism
軍旗,Ensign
生き生き,Lively
画集,Book of paintings
目線,Looking
猪苗代,Inawashiro
腱,tendon
芝山,Shibayama
野洲,Yasu
鉄塔,Tower
間奏,Interlude
頭巾,hood
本性,Real nature
上申,Report to a superior
仏文,French literature
克彦,Katsuhiko
公私,Public and private
リボルバー,revolver
新平,Shinpei
再燃,Recurrence
学友,School friend
宗主国,Suzerain
崇める,worship
幟,Nobori
トレース,trace
フィジカル,physical
ブラバム,Brabham
ポプラ,poplar
スリップ,slip
セラミック,ceramic
ソルジャー,Soldier
テクスト,Text
カツ,Cutlet
りゅ,Ryu
あざらし,Seals
カスピ,Caspian
ケトン,Ketone
ウォーキング,walking
五色,Five colors
亘理,Watari
春夏,Spring-Summer
検校,Kengyo
分別,Separation
吊り下げる,Be suspended
ヨセフ,Joseph
バクー,Baku
ドライビング,Driving
マティアス,Matthias
ホラント,Holland
ミント,mint
セコンド,Seconds
アーベル,Abel
シャノン,Shannon
シーク,seek
除ける,Away of
胎内,The womb
父さん,Dad
中生代,Mesozoic
信子,Nobuko
夜叉,Female demon
大庭,Oba
取り留める,Toritomeru
早める,Hasten
気配,Indication
政庁,Government Office
憂き目,Hardship
懐柔,Conciliation
任地,Duty station
伯母さん,Aunt
リーク,leak
ローミング,roaming
木野,Kino
天主,Lord of Heaven
尾形,Ogata
分館,Annex
アリューシャン,Aleutian
アヴェ,Ave
キャバレー,cabaret
フーズ,Foods
トゥーロン,Toulon
ドンキーコング,Donkey Kong
自責,Self-condemnation
調書,Working papers
遠洋,Ocean
田野,Tano
益子,Mashiko
鋳鉄,cast iron
離心率,Eccentricity
顔触れ,Lineup
顧みる,Look back
神霊,Holy Spirit
アルジェ,Algiers
コラムニスト,columnist
取消,cancel
叱責,Rebuke
名付け親,Godparent
偉人,Great man
御堂筋,Mido
手稲,Teine
富永,Tominaga
梁山泊,Ryozanpaku
正勝,Masakatsu
河西,Hexi
法然,Honen
フラム,Fulham
セイル,Sail
ハーモニック,Harmonic
ドーハ,Doha
ドーバー,Dover
チャペル,Chapel
デポルティーボ,Deportivo
コミッション,commission
サーチ,search
ませる,Maseru
オチ,ending
アニメイト,Animate
アンジェラ,Angela
イデアル,Ideal
移り変わる,Transitory
聖飢魔,Seikima
脳卒中,stroke
補習,Remedial
連歌,Poetic dialogue
旧知,Old friend
中途半端,Incomplete
便り,news
岩出,Iwade
当年,Current year
抗癌,Anti-cancer
接客,Reception
打法,Compression method
東レ,Toure
柑橘,Citrus
案ずる,Cogitate
樅,Fir tree
モトクロス,motocross
ラムズ,Rams
塗布,Application
夜襲,Night attack
宇佐美,Usami
レスト,Rest
上毛,Ueke
信彦,Nobuhiko
八女,Yame
パビリオン,Pavilion
スポーティー,sporty
ホメーロス,Homer
マダム,Madame
蓬,Wormwood
繭,cocoon
肴,Relishes
玄武岩,basalt
海津,Kaizu
熟語,Idiom
組み手,Kumite
胎生,Gestation
隠れ家,Hideout
人手,starfish
気化,Vaporization
油彩,Oil
国士舘,Kokushikan
坪内,Tsubouchi
レベッカ,Rebecca
大熊,Okuma
アンドロイド,Android
ウェスティングハウス,Westing house
キャンバス,canvas
ヒンディー語,Hindi
テアトル,Theater
トラウマ,trauma
マックスバリュ,Maxvalu
プレストン,Preston
プロポーズ,propose
ボッシュ,Bosch
巡撫,Grand coordinator and provincial governor
東魏,AzumaTakashi
主筆,Editor in chief
怯える,Become frightened
勇人,Hayato
炸裂,Explosion
道化,Buffoonery
おなじみ,Familiar
アウトドア,Outdoor
オセチア,Ossetia
オンリー,only
オラクル,Oracle
カーリング,curling
エリン,Erin
のける,Away of
上乗せ,Plus
弱者,Weak
ワクワク,Exciting
ヴァルト,Forest
チック,Tic
デューイ,Dewey
ビルバオ,Bilbao
マントヴァ,Mantua
タンデム,Tandem
浮かべる,Float
温厚,Gentle
麾下,Troops under smb.'S command
細身,Slender
美馬,Mima
温存,Sparing
演者,Speaker
過言,exaggeration
顆粒,Granule
骨董,antique
凶暴,Berserk
和義,Kazuyoshi
大仙,Daisen
宣帝,Sentei
巨乳,Huge breasts
帰結,Conclusion
果たして,Really
校庭,Campus
水洗,Flushing
挙る,Become prosperous
モンド,Mondo
依田,Yoda
借地,Leased land
あきこ,Akiko
クラシカル,classical
イーゴリ,Igor
ファイルフォーマット,file format
フラー,Fuller
バンダ,Banda
トーレス,Torres
丹下,Tange
亢進,Acceleration
付則,Bylaws
妙高,Myoko
孤児院,Orphanage
幸田,Koda
ユーモラス,Humorous
桜庭,Sakuraba
物性,Physical properties
田端,Tabata
百舌,shrike
立浪,Tatsunami
またもや,Again
スカンディナヴィア,Scandinavia
コッホ,Koch
ケミカル,chemical
カイル,Kyle
アルド,Aldo
ヴァンダー,Vander
太宰府,Dazaifu
工期,Construction period
心斎橋,Shinsaibashi
政教,Church and state
ヘレニズム,Hellenism
ペンシルバニア,Pennsylvania
ポセイドーン,Poseidon
ブキャナン,Buchanan
慎吾,Shingo
持する,Di-
正三,Shozo
丸井,Marui
仕業,Act
低層,Low-rise
俗語,The slang
冨田,Tomita
双六,Sugoroku
大台,Odai
大曲,Omagari
射水,Imizu
シナプス,Synapse
インパルス,Impulse
コットン,cotton
罪人,sinner
津久井,Tsukui
烏帽子,Noble's headgear
特使,Special envoy
痛烈,Scathing
須恵,Sue
転売,resale
質素,Frugality
細野,Hosono
群生,Gregarious
金網,Wire mesh
鈴蘭,lily of the valley
長渕,Nagabuchi
開化,Enlightenment
開拓使,Kaitakushi
鶏肉,chicken
入庫,Warehousing
手摺り,handrail
日当,Daily allowance
機軸,Axis
制憲,Constituent
即す,Sokusu
リップ,lip
フォッカー,Fokker
プログレス,progress
ベッドフォード,Bedford
ティターンズ,Titans
シリング,Schilling
アリエル,Ariel
アルスター,Ulster
おかしな,Funny
しず,Shizu
ゴング,gong
サーモン,Salmon
据え置く,Defer
寛大,Leniency
山鹿,Yamaga
世相,Sign of the times
土竜,mole
明石家さんま,Akashiya pacific saury
棟梁,Chief support
鍛錬,Training
盗聴,Wiretap
ナッツ,nuts
テナー,tenor
タブロイド,tabloid
ダイバー,Diver
マルヌ,Marne
境港,Sakaiminato
少林寺,Shaolin Temple
川南,Kawaminami
モーリタニア,Mauritania
弥勒,Maitreya
向日,Muko
嗜む,Tashinamu
ヴァンガード,Vanguard
一命,Survived
エスパルス,S-Pulse
クルップ,Krupp
浮力,buoyancy
生起,Occurrence
鎮める,calm
食塩,Table salt
蕨,bracken
論考,Discussion
聴講,Auditing
芸妓,Geisha
魚沼,Uonuma
溺死,Death by drowning
滑稽,Humorous
玉置,Tamaki
モーターサイクル,motor cycle
楽々,easily
汐留,Shiodome
勲二等,Isao second class
和男,Kazuo
商家,Merchant
御目見,Please Mami
マーリン,Merlin
ミッドランド,Midland
ドヴォルザーク,Dvorak
ペティ,Petty
クローズ,Close
あほ,Aho
モルダヴィア,Moldavia
モンテビデオ,Montevideo
ロングストリート,Long Street
市会,City council
力道山,Rikidozan
勇士,Brave warrior
収斂,convergence
乳製品,Dairy products
治る,Heal
甘んずる,Amanzuru
申す,Mosu
着替える,Change one's clothes
鰹,bonito
責務,Obligation
連山,Mountain range
メディアファクトリー,media Factory
ブラックバーン,Blackburn
ブレイザーズ,Blazers
ネガティブ,Negative
ゼネラルマネージャー,General manager
チャンプ,Champ
正彦,Masahiko
ヴァシーリー,Vasily
悪党,Villain
モンマス,Monmouth
ランボー,Rambo
供託,Deposit
入園,Admission
失墜,Fall
奇形,Abnormal
安息,repose
命日,Death anniversary
グラマン,Grumman
シビック,Civic
ウィザード,Wizard
議場,Assembly hall
浜口,Hamaguchi
